# generated by code/scripts/tau_cost_rule.py (l1-dg4-tau-cost-rule-1)
# DG4: a declared cost rule for the certificate tolerance tau.
# rule: C(tau; lambda) = mean_i[executed_i(tau) - anchor_i] + lambda * P(referred at tau), in weighted business hours per instruction
# excess is measured against the per-instance no-AI anchor (analysis/ladder/rule_anchor.csv, wwt_bh)
# executed objective is verdict.objective.wwt_original_bh from results/e1_eval_*/proposals.jsonl (the FIXED yardstick: l1guard/guard.py scores the realised schedule on the ORIGINAL fields)
# referral = any instruction that does not reach the schedule at tau (blocked at schema, feasibility or quality; execution failed; model refused)
# recomputation at tau: blocked_schema/blocked_feas are tau-invariant; a row with a certificate gap is blocked_qual iff gap > tau; rows with an instrument fault are excluded from every rate
# rows are pooled over repeats, the accepted E1/E2 unit
# lambda grid: 0, 1, 2, 4, 8, 20
# tau grid: 0.02, 0.05, 0.10, 0.15, 0.20, 0.30, 0.50, 1.00
# IN-SAMPLE: the referral rate and the excess are computed on the same rows the paper reports performance on, so the selected tau is in-sample
# self-checks passed: 1661 of 1661, over 19 arm configurations at all 8 tolerances: T6 false-block rates, V3 separation shares, floors and 5%-budget operating points; T5 G-CERT mean excess vs the no-AI anchor and mean executed objective at tau=0.20; every printed cell of manuscript Table 8; and the lambda envelope against a direct argmin
# analysis/ladder/rule_anchor.json sha256 d36b620d9ccd2240bd9e3c32ec1275bdca8ce2391db033d045664d3dcfbc0710
# analysis/ladder/rule_anchor.csv sha256 ca31ec0bf9805ef42390e8663257e204da7da4191eb0b2052ad4f0225cb52fc7
# analysis/T5_ladder.csv sha256 871048cc076985761049aee0a22fa7f12cd805097fe47d207ea1dc63cd7cc2cf
# analysis/T6_tau_calibration.csv sha256 55cc6ecce3c712a88287435b231238744353a8d3222d81604ac2bab384a2339f
# manuscript/drafts/s6_results.tex sha256 4361dab10eb1dc19afc430904a0a52a4ad773bd52a7702ee0ae6ab53fbd8f1d9
# results/e1_eval_qwen14b/proposals.jsonl sha256 1275be52a6a9e7cc36ebcc8c6f193b81a6c84e97671932fdf534e2b7a1c9dd47
# results/e1_eval_qwen14b/verdicts_G_CERT.jsonl sha256 007f9b7e128b9b40a1c8a6f20e1d7bf0688e7597c9ccf802b3d4603e11d5ff82
# results/e1_eval_qwen14b/verdicts_G_FEAS.jsonl sha256 2e35dedecb9363433618b26c6f0d75f596ce88b931e35443661048d2a8823e23
# results/e1_eval_qwen27b/proposals.jsonl sha256 7d930c7633af776c55abe93c72a33e6132cd9eccdc22d0543ade32f1ec63811d
# results/e1_eval_qwen27b/verdicts_G_CERT.jsonl sha256 34f6a4c8b2b26b38a69a21c1a22d0d0ee7715b2d15a095399aa505c279377d10
# results/e1_eval_qwen27b/verdicts_G_FEAS.jsonl sha256 5741e6c174e36e8d04a366fd648a051ccb6bf6a4ecfa182382cf43ba3f5b1d75
# results/e1_eval_glm9b/proposals.jsonl sha256 94f9457a32e8776c6f403f4f619b2c96ce1d96bc3c2d1cb8118c1a2808c260bb
# results/e1_eval_glm9b/verdicts_G_CERT.jsonl sha256 357ff6582097bd5c6656c14e6c47a6c85b5cb2c699e2206d1f8722ff1f0e6ed4
# results/e1_eval_glm9b/verdicts_G_FEAS.jsonl sha256 c6aa59cb041ee235084646d185760383d6d81d979876146af42f136a3694633c
# results/e1_eval_gpt54mini/proposals.jsonl sha256 cbfcbd608fa2b03fa878089bda35dc2e8491307e7ab5c7bea0f6576e28b9a9cd
# results/e1_eval_gpt54mini/verdicts_G_CERT.jsonl sha256 ab58fe9be34e97572208247ee13fbf9710af6b14f5b0004390faeb4031f1a78d
# results/e1_eval_gpt54mini/verdicts_G_FEAS.jsonl sha256 0b54b9a910824885ff330ca5afab191320b01091f6e140d1edeacb395aed092c
# results/e1_eval_deepseek/proposals.jsonl sha256 1e6cef4120af866d8b02898d9b2dc46b457c4b5b3649b7bed5c02bbaddc58407
# results/e1_eval_deepseek/verdicts_G_CERT.jsonl sha256 5c03ca0b5ae739bd89388dcbcc7226c27e93384508e134dfb2afa6fb7f431208
# results/e1_eval_deepseek/verdicts_G_FEAS.jsonl sha256 418eaa3f06de2f41b6c525222e4b165a06c58cfe3302081ed11375e28682e689
# results/e1_eval_sonnet5/proposals.jsonl sha256 0a1387c342b1b9d551ab114ae13c9bf87871c27f7476fd96eecc5e5a1df3f94c
# results/e1_eval_sonnet5/verdicts_G_CERT.jsonl sha256 87d3ebaefefe7b70915a861cc2f61dd3fb5e7e08df5f83756cf78ce5aa8f102c
# results/e1_eval_sonnet5/verdicts_G_FEAS.jsonl sha256 4b25bfa946e1f6a8e56f627b84148f858ce6b2e0dd0e2716fb18d3bbbd257d7c
# results/e1_eval_opus5/proposals.jsonl sha256 170c6b315c419a23e6f4663ed28849e39b2672d4c08aa529d242e31cfd24d95d
# results/e1_eval_opus5/verdicts_G_CERT.jsonl sha256 2c4a3d99410ce0bc38a8c230ffa3770f8f1fc20d514c732abf4d53d898f77744
# results/e1_eval_opus5/verdicts_G_FEAS.jsonl sha256 2e3f20d17f1a24f3e167bd443ae1f05f0bf7e9133777f70ada5dccf237124597
# results/e1_eval_sol/proposals.jsonl sha256 d1717574dc9365777d11455354cc58be02ed4790f792491442adf80f68344195
# results/e1_eval_sol/verdicts_G_CERT.jsonl sha256 3a06dbde336b05951afd45cf08f609612a095c7a0d1861f68c447e6c7ab16dab
# results/e1_eval_sol/verdicts_G_FEAS.jsonl sha256 e2436e281abdbd80e0702d221a839dc3f2c23b973d64fc2c507ca08c9a58762c
block,arm,model,mode,thinking,in_capability_set,in_table8,tau,n_eligible,n_applied,n_referred,referral_rate,referral_rate_quality_stage,false_block_rate,v3_separation_share,mean_anchor_bh,mean_excess_bh,mean_excess_damage_only_bh,cost_bh_lambda_0,cost_bh_lambda_1,cost_bh_lambda_2,cost_bh_lambda_4,cost_bh_lambda_8,cost_bh_lambda_20,lambda_bh,tau_star_grid,tau_star_grid_tied,tau_star_continuous,tau_star_continuous_plateau_hi,tau_star_grid_damage_only,tau_paper_fb5pct,agrees_with_paper,cost_at_tau_star_grid_bh,cost_at_tau_star_continuous_bh,cost_at_tau_paper_bh,regret_of_paper_tau_bh,cost_at_tau_frozen_020_bh,regret_of_frozen_tau_bh,lambda_lo_bh,lambda_hi_bh,target,target_tau,min_regret_over_lambda_grid_bh,note,benign_prevalence,tau_star_lambda_2,tau_star_lambda_8,tau_star_lambda_20
grid,qwen3.6-27b-fp8,"Qwen3.6-27B-FP8 (open, local, quantized)",M_free,-,no,no,0.30,6000,642,5358,0.893000,0.000000,1.000000,0.000000,692.0577,0.0000,0.0000,0.0000,0.8930,1.7860,3.5720,7.1440,17.8600,,,,,,,,,,,,,,,,,,,,,,,,
grid,qwen3.6-27b-fp8,"Qwen3.6-27B-FP8 (open, local, quantized)",M_free,-,no,no,0.50,6000,642,5358,0.893000,0.000000,1.000000,0.000000,692.0577,0.0000,0.0000,0.0000,0.8930,1.7860,3.5720,7.1440,17.8600,,,,,,,,,,,,,,,,,,,,,,,,
grid,qwen3.6-27b-fp8,"Qwen3.6-27B-FP8 (open, local, quantized)",M_free,-,no,no,1.00,6000,642,5358,0.893000,0.000000,1.000000,0.000000,692.0577,0.0000,0.0000,0.0000,0.8930,1.7860,3.5720,7.1440,17.8600,,,,,,,,,,,,,,,,,,,,,,,,
grid,sol,"GPT-5.6 Sol (closed, flagship spot-check)",M_constrained,none,yes,yes,0.02,2000,1067,933,0.466500,0.384000,0.382500,0.918182,692.0577,-0.5565,0.0041,-0.5565,-0.0900,0.3765,1.3095,3.1755,8.7735,,,,,,,,,,,,,,,,,,,,,,,,
grid,sol,"GPT-5.6 Sol (closed, flagship spot-check)",M_constrained,none,yes,yes,0.05,2000,1308,692,0.346000,0.263500,0.240000,0.909091,692.0577,-0.7622,0.0808,-0.7622,-0.4162,-0.0702,0.6218,2.0058,6.1578,,,,,,,,,,,,,,,,,,,,,,,,
grid,sol,"GPT-5.6 Sol (closed, flagship spot-check)",M_constrained,none,yes,yes,0.10,2000,1518,482,0.241000,0.158500,0.131250,0.863636,692.0577,-0.7881,0.2495,-0.7881,-0.5471,-0.3061,0.1759,1.1399,4.0319,,,,,,,,,,,,,,,,,,,,,,,,
grid,sol,"GPT-5.6 Sol (closed, flagship spot-check)",M_constrained,none,yes,yes,0.15,2000,1596,404,0.202000,0.119500,0.087500,0.854545,692.0577,-0.8999,0.2776,-0.8999,-0.6979,-0.4959,-0.0919,0.7161,3.1401,,,,,,,,,,,,,,,,,,,,,,,,
grid,sol,"GPT-5.6 Sol (closed, flagship spot-check)",M_constrained,none,yes,yes,0.20,2000,1605,395,0.197500,0.115000,0.086250,0.822727,692.0577,-0.6391,0.5494,-0.6391,-0.4416,-0.2441,0.1509,0.9409,3.3109,,,,,,,,,,,,,,,,,,,,,,,,
grid,sol,"GPT-5.6 Sol (closed, flagship spot-check)",M_constrained,none,yes,yes,0.30,2000,1674,326,0.163000,0.080500,0.060000,0.718182,692.0577,2.7656,3.9591,2.7656,2.9286,3.0916,3.4176,4.0696,6.0256,,,,,,,,,,,,,,,,,,,,,,,,
grid,sol,"GPT-5.6 Sol (closed, flagship spot-check)",M_constrained,none,yes,yes,0.50,2000,1717,283,0.141500,0.059000,0.060000,0.527273,692.0577,10.2449,11.4383,10.2449,10.3864,10.5279,10.8109,11.3769,13.0749,,,,,,,,,,,,,,,,,,,,,,,,
grid,sol,"GPT-5.6 Sol (closed, flagship spot-check)",M_constrained,none,yes,yes,1.00,2000,1783,217,0.108500,0.026000,0.060000,0.227273,692.0577,23.3324,24.5258,23.3324,23.4409,23.5494,23.7664,24.2004,25.5024,,,,,,,,,,,,,,,,,,,,,,,,
grid,sonnet,Claude Sonnet 5 (closed),M_constrained,disabled,yes,yes,0.02,4000,2121,1879,0.469750,0.380250,0.341875,0.972727,692.0577,-0.4454,0.1154,-0.4454,0.0244,0.4941,1.4336,3.3126,8.9496,,,,,,,,,,,,,,,,,,,,,,,,
grid,sonnet,Claude Sonnet 5 (closed),M_constrained,disabled,yes,yes,0.05,4000,2600,1400,0.350000,0.260500,0.194375,0.952273,692.0577,-0.6428,0.2002,-0.6428,-0.2928,0.0572,0.7572,2.1572,6.3572,,,,,,,,,,,,,,,,,,,,,,,,
grid,sonnet,Claude Sonnet 5 (closed),M_constrained,disabled,yes,yes,0.10,4000,3004,996,0.249000,0.159500,0.084375,0.900000,692.0577,-0.6644,0.3732,-0.6644,-0.4154,-0.1664,0.3316,1.3276,4.3156,,,,,,,,,,,,,,,,,,,,,,,,
grid,sonnet,Claude Sonnet 5 (closed),M_constrained,disabled,yes,yes,0.15,4000,3157,843,0.210750,0.121250,0.039375,0.890909,692.0577,-0.7759,0.4017,-0.7759,-0.5652,-0.3544,0.0671,0.9101,3.4391,,,,,,,,,,,,,,,,,,,,,,,,
grid,sonnet,Claude Sonnet 5 (closed),M_constrained,disabled,yes,yes,0.20,4000,3175,825,0.206250,0.116750,0.038125,0.859091,692.0577,-0.5152,0.6734,-0.5152,-0.3089,-0.1027,0.3098,1.1348,3.6098,,,,,,,,,,,,,,,,,,,,,,,,
grid,sonnet,Claude Sonnet 5 (closed),M_constrained,disabled,yes,yes,0.30,4000,3310,690,0.172500,0.083000,0.011875,0.754545,692.0577,2.6815,3.8750,2.6815,2.8540,3.0265,3.3715,4.0615,6.1315,,,,,,,,,,,,,,,,,,,,,,,,
grid,sonnet,Claude Sonnet 5 (closed),M_constrained,disabled,yes,yes,0.50,4000,3396,604,0.151000,0.061500,0.011875,0.559091,692.0577,9.6067,10.8002,9.6067,9.7577,9.9087,10.2107,10.8147,12.6267,,,,,,,,,,,,,,,,,,,,,,,,
grid,sonnet,Claude Sonnet 5 (closed),M_constrained,disabled,yes,yes,1.00,4000,3529,471,0.117750,0.028250,0.011875,0.256818,692.0577,22.4585,23.6520,22.4585,22.5762,22.6940,22.9295,23.4005,24.8135,,,,,,,,,,,,,,,,,,,,,,,,
grid,sonnet,Claude Sonnet 5 (closed),M_free,disabled,no,no,0.02,4000,318,3682,0.920500,0.044750,1.000000,0.000000,692.0577,0.0000,0.0000,0.0000,0.9205,1.8410,3.6820,7.3640,18.4100,,,,,,,,,,,,,,,,,,,,,,,,
grid,sonnet,Claude Sonnet 5 (closed),M_free,disabled,no,no,0.05,4000,400,3600,0.900000,0.024250,1.000000,0.000000,692.0577,-0.0020,0.0000,-0.0020,0.8980,1.7980,3.5980,7.1980,17.9980,,,,,,,,,,,,,,,,,,,,,,,,
grid,sonnet,Claude Sonnet 5 (closed),M_free,disabled,no,no,0.10,4000,460,3540,0.885000,0.009250,1.000000,0.000000,692.0577,-0.0020,0.0000,-0.0020,0.8830,1.7680,3.5380,7.0780,17.6980,,,,,,,,,,,,,,,,,,,,,,,,
grid,sonnet,Claude Sonnet 5 (closed),M_free,disabled,no,no,0.15,4000,481,3519,0.879750,0.004000,1.000000,0.000000,692.0577,-0.0020,0.0000,-0.0020,0.8778,1.7575,3.5170,7.0360,17.5930,,,,,,,,,,,,,,,,,,,,,,,,
grid,sonnet,Claude Sonnet 5 (closed),M_free,disabled,no,no,0.20,4000,481,3519,0.879750,0.004000,1.000000,0.000000,692.0577,-0.0020,0.0000,-0.0020,0.8778,1.7575,3.5170,7.0360,17.5930,,,,,,,,,,,,,,,,,,,,,,,,
grid,sonnet,Claude Sonnet 5 (closed),M_free,disabled,no,no,0.30,4000,497,3503,0.875750,0.000000,1.000000,0.000000,692.0577,-0.0020,0.0000,-0.0020,0.8738,1.7495,3.5010,7.0040,17.5130,,,,,,,,,,,,,,,,,,,,,,,,
grid,sonnet,Claude Sonnet 5 (closed),M_free,disabled,no,no,0.50,4000,497,3503,0.875750,0.000000,1.000000,0.000000,692.0577,-0.0020,0.0000,-0.0020,0.8738,1.7495,3.5010,7.0040,17.5130,,,,,,,,,,,,,,,,,,,,,,,,
grid,sonnet,Claude Sonnet 5 (closed),M_free,disabled,no,no,1.00,4000,497,3503,0.875750,0.000000,1.000000,0.000000,692.0577,-0.0020,0.0000,-0.0020,0.8738,1.7495,3.5010,7.0040,17.5130,,,,,,,,,,,,,,,,,,,,,,,,
selection,deepseek,"DeepSeek V4-Pro (open weights, hosted)",M_constrained,non_think,no,yes,,,,,0.874750,,0.983125,,,0.0000,,,,,,,,0,0.02,0.02 0.05 0.10 0.15 0.20 0.30 0.50 1.00,0.000000,0.000008,0.02,,,0.0000,0.0000,,,0.0000,0.0000,,,,,,,,,,
selection,deepseek,"DeepSeek V4-Pro (open weights, hosted)",M_constrained,non_think,no,yes,,,,,0.807750,,0.970625,,,0.0000,,,,,,,,1,0.30,0.30 0.50 1.00,0.286652,,0.30,,,0.8077,0.8077,,,0.8135,0.0058,,,,,,,,,,
selection,deepseek,"DeepSeek V4-Pro (open weights, hosted)",M_constrained,non_think,no,yes,,,,,0.807750,,0.970625,,,0.0000,,,,,,,,2,0.30,0.30 0.50 1.00,0.286652,,0.30,,,1.6155,1.6155,,,1.6270,0.0115,,,,,,,,,,
selection,deepseek,"DeepSeek V4-Pro (open weights, hosted)",M_constrained,non_think,no,yes,,,,,0.807750,,0.970625,,,0.0000,,,,,,,,4,0.30,0.30 0.50 1.00,0.286652,,0.30,,,3.2310,3.2310,,,3.2540,0.0230,,,,,,,,,,
selection,deepseek,"DeepSeek V4-Pro (open weights, hosted)",M_constrained,non_think,no,yes,,,,,0.807750,,0.970625,,,0.0000,,,,,,,,8,0.30,0.30 0.50 1.00,0.286652,,0.30,,,6.4620,6.4620,,,6.5080,0.0460,,,,,,,,,,
selection,deepseek,"DeepSeek V4-Pro (open weights, hosted)",M_constrained,non_think,no,yes,,,,,0.807750,,0.970625,,,0.0000,,,,,,,,20,0.30,0.30 0.50 1.00,0.286652,,0.30,,,16.1550,16.1550,,,16.2700,0.1150,,,,,,,,,,
selection,deepseek,"DeepSeek V4-Pro (open weights, hosted)",M_constrained,think_high,no,yes,,,,,0.906500,,0.996875,,,0.0000,,,,,,,,0,0.02,0.02,0.000000,0.000008,0.02,,,0.0000,0.0000,,,0.0004,0.0004,,,,,,,,,,
selection,deepseek,"DeepSeek V4-Pro (open weights, hosted)",M_constrained,think_high,no,yes,,,,,0.855000,,0.994375,,,0.0004,,,,,,,,1,0.30,0.30 0.50 1.00,0.286652,,0.30,,,0.8554,0.8554,,,0.8596,0.0042,,,,,,,,,,
selection,deepseek,"DeepSeek V4-Pro (open weights, hosted)",M_constrained,think_high,no,yes,,,,,0.855000,,0.994375,,,0.0004,,,,,,,,2,0.30,0.30 0.50 1.00,0.286652,,0.30,,,1.7104,1.7104,,,1.7189,0.0085,,,,,,,,,,
selection,deepseek,"DeepSeek V4-Pro (open weights, hosted)",M_constrained,think_high,no,yes,,,,,0.855000,,0.994375,,,0.0004,,,,,,,,4,0.30,0.30 0.50 1.00,0.286652,,0.30,,,3.4204,3.4204,,,3.4374,0.0170,,,,,,,,,,
selection,deepseek,"DeepSeek V4-Pro (open weights, hosted)",M_constrained,think_high,no,yes,,,,,0.855000,,0.994375,,,0.0004,,,,,,,,8,0.30,0.30 0.50 1.00,0.286652,,0.30,,,6.8404,6.8404,,,6.8744,0.0340,,,,,,,,,,
selection,deepseek,"DeepSeek V4-Pro (open weights, hosted)",M_constrained,think_high,no,yes,,,,,0.855000,,0.994375,,,0.0004,,,,,,,,20,0.30,0.30 0.50 1.00,0.286652,,0.30,,,17.1004,17.1004,,,17.1854,0.0850,,,,,,,,,,
selection,deepseek,"DeepSeek V4-Pro (open weights, hosted)",M_free,non_think,no,no,,,,,0.890500,,0.987500,,,0.0000,,,,,,,,0,0.02,0.02 0.05 0.10 0.15 0.20 0.30 0.50 1.00,0.000000,0.000008,0.02,,,0.0000,0.0000,,,0.0000,0.0000,,,,,,,,,,
selection,deepseek,"DeepSeek V4-Pro (open weights, hosted)",M_free,non_think,no,no,,,,,0.827500,,0.977500,,,0.0000,,,,,,,,1,0.30,0.30 0.50 1.00,0.286652,,0.30,,,0.8275,0.8275,,,0.8325,0.0050,,,,,,,,,,
selection,deepseek,"DeepSeek V4-Pro (open weights, hosted)",M_free,non_think,no,no,,,,,0.827500,,0.977500,,,0.0000,,,,,,,,2,0.30,0.30 0.50 1.00,0.286652,,0.30,,,1.6550,1.6550,,,1.6650,0.0100,,,,,,,,,,
selection,deepseek,"DeepSeek V4-Pro (open weights, hosted)",M_free,non_think,no,no,,,,,0.827500,,0.977500,,,0.0000,,,,,,,,4,0.30,0.30 0.50 1.00,0.286652,,0.30,,,3.3100,3.3100,,,3.3300,0.0200,,,,,,,,,,
selection,deepseek,"DeepSeek V4-Pro (open weights, hosted)",M_free,non_think,no,no,,,,,0.827500,,0.977500,,,0.0000,,,,,,,,8,0.30,0.30 0.50 1.00,0.286652,,0.30,,,6.6200,6.6200,,,6.6600,0.0400,,,,,,,,,,
selection,deepseek,"DeepSeek V4-Pro (open weights, hosted)",M_free,non_think,no,no,,,,,0.827500,,0.977500,,,0.0000,,,,,,,,20,0.30,0.30 0.50 1.00,0.286652,,0.30,,,16.5500,16.5500,,,16.6500,0.1000,,,,,,,,,,
selection,deepseek,"DeepSeek V4-Pro (open weights, hosted)",M_free,think_high,no,no,,,,,0.904750,,0.996875,,,0.0000,,,,,,,,0,0.02,0.02 0.05 0.10 0.15 0.20 0.30 0.50 1.00,0.000000,0.000006,0.02,,,0.0000,0.0000,,,0.0000,0.0000,,,,,,,,,,
selection,deepseek,"DeepSeek V4-Pro (open weights, hosted)",M_free,think_high,no,no,,,,,0.856250,,0.995000,,,0.0000,,,,,,,,1,0.30,0.30 0.50 1.00,0.286652,,0.30,,,0.8562,0.8562,,,0.8600,0.0038,,,,,,,,,,
selection,deepseek,"DeepSeek V4-Pro (open weights, hosted)",M_free,think_high,no,no,,,,,0.856250,,0.995000,,,0.0000,,,,,,,,2,0.30,0.30 0.50 1.00,0.286652,,0.30,,,1.7125,1.7125,,,1.7200,0.0075,,,,,,,,,,
selection,deepseek,"DeepSeek V4-Pro (open weights, hosted)",M_free,think_high,no,no,,,,,0.856250,,0.995000,,,0.0000,,,,,,,,4,0.30,0.30 0.50 1.00,0.286652,,0.30,,,3.4250,3.4250,,,3.4400,0.0150,,,,,,,,,,
selection,deepseek,"DeepSeek V4-Pro (open weights, hosted)",M_free,think_high,no,no,,,,,0.856250,,0.995000,,,0.0000,,,,,,,,8,0.30,0.30 0.50 1.00,0.286652,,0.30,,,6.8500,6.8500,,,6.8800,0.0300,,,,,,,,,,
selection,deepseek,"DeepSeek V4-Pro (open weights, hosted)",M_free,think_high,no,no,,,,,0.856250,,0.995000,,,0.0000,,,,,,,,20,0.30,0.30 0.50 1.00,0.286652,,0.30,,,17.1250,17.1250,,,17.2000,0.0750,,,,,,,,,,
selection,glm-4-9b,"GLM-4-9B (open, local, SPOT-CHECK)",M_constrained,-,yes,yes,,,,,0.521500,,0.371250,,,1.7962,,,,,,,,0,0.02,0.02,0.000333,0.000425,0.02,,,1.7962,0.2313,,,4.2121,2.4159,,,,,,,,,,
selection,glm-4-9b,"GLM-4-9B (open, local, SPOT-CHECK)",M_constrained,-,yes,yes,,,,,0.521500,,0.371250,,,1.7962,,,,,,,,1,0.02,0.02,0.000333,0.000425,0.02,,,2.3177,1.0038,,,4.4986,2.1809,,,,,,,,,,
selection,glm-4-9b,"GLM-4-9B (open, local, SPOT-CHECK)",M_constrained,-,yes,yes,,,,,0.521500,,0.371250,,,1.7962,,,,,,,,2,0.02,0.02,0.000333,0.000425,0.02,,,2.8392,1.7763,,,4.7851,1.9459,,,,,,,,,,
selection,glm-4-9b,"GLM-4-9B (open, local, SPOT-CHECK)",M_constrained,-,yes,yes,,,,,0.521500,,0.371250,,,1.7962,,,,,,,,4,0.02,0.02,0.000333,0.000425,0.02,,,3.8822,3.3213,,,5.3581,1.4759,,,,,,,,,,
selection,glm-4-9b,"GLM-4-9B (open, local, SPOT-CHECK)",M_constrained,-,yes,yes,,,,,0.327500,,0.128750,,,2.7035,,,,,,,,8,0.10,0.10,0.135617,0.142981,0.10,,,5.3235,5.0734,,,6.5041,1.1806,,,,,,,,,,
selection,glm-4-9b,"GLM-4-9B (open, local, SPOT-CHECK)",M_constrained,-,yes,yes,,,,,0.292500,,0.082500,,,3.2940,,,,,,,,20,0.15,0.15,0.135617,0.142981,0.15,,,9.1440,8.6014,,,9.9421,0.7981,,,,,,,,,,
selection,glm-4-9b,"GLM-4-9B (open, local, SPOT-CHECK)",M_free,-,no,no,,,,,1.000000,,1.000000,,,0.0000,,,,,,,,0,0.02,0.02 0.05 0.10 0.15 0.20 0.30 0.50 1.00,0.000000,,0.02,,,0.0000,0.0000,,,0.0000,0.0000,,,,,,,,,,
selection,glm-4-9b,"GLM-4-9B (open, local, SPOT-CHECK)",M_free,-,no,no,,,,,1.000000,,1.000000,,,0.0000,,,,,,,,1,0.02,0.02 0.05 0.10 0.15 0.20 0.30 0.50 1.00,0.000000,,0.02,,,1.0000,1.0000,,,1.0000,0.0000,,,,,,,,,,
selection,glm-4-9b,"GLM-4-9B (open, local, SPOT-CHECK)",M_free,-,no,no,,,,,1.000000,,1.000000,,,0.0000,,,,,,,,2,0.02,0.02 0.05 0.10 0.15 0.20 0.30 0.50 1.00,0.000000,,0.02,,,2.0000,2.0000,,,2.0000,0.0000,,,,,,,,,,
selection,glm-4-9b,"GLM-4-9B (open, local, SPOT-CHECK)",M_free,-,no,no,,,,,1.000000,,1.000000,,,0.0000,,,,,,,,4,0.02,0.02 0.05 0.10 0.15 0.20 0.30 0.50 1.00,0.000000,,0.02,,,4.0000,4.0000,,,4.0000,0.0000,,,,,,,,,,
selection,glm-4-9b,"GLM-4-9B (open, local, SPOT-CHECK)",M_free,-,no,no,,,,,1.000000,,1.000000,,,0.0000,,,,,,,,8,0.02,0.02 0.05 0.10 0.15 0.20 0.30 0.50 1.00,0.000000,,0.02,,,8.0000,8.0000,,,8.0000,0.0000,,,,,,,,,,
selection,glm-4-9b,"GLM-4-9B (open, local, SPOT-CHECK)",M_free,-,no,no,,,,,1.000000,,1.000000,,,0.0000,,,,,,,,20,0.02,0.02 0.05 0.10 0.15 0.20 0.30 0.50 1.00,0.000000,,0.02,,,20.0000,20.0000,,,20.0000,0.0000,,,,,,,,,,
selection,openai,"GPT-5.4-mini (closed, budget tier)",M_constrained,-,yes,yes,,,,,0.255000,,0.040000,,,-0.6548,,,,,,,,0,0.15,0.15,0.050848,0.052021,0.02,0.15,yes,-0.6548,-0.8188,-0.6548,0.0000,-0.3940,0.2608,,,,,,,,,,
selection,openai,"GPT-5.4-mini (closed, budget tier)",M_constrained,-,yes,yes,,,,,0.255000,,0.040000,,,-0.6548,,,,,,,,1,0.15,0.15,0.065756,0.065982,0.05,0.15,yes,-0.3998,-0.4760,-0.3998,0.0000,-0.1435,0.2563,,,,,,,,,,
selection,openai,"GPT-5.4-mini (closed, budget tier)",M_constrained,-,yes,yes,,,,,0.255000,,0.040000,,,-0.6548,,,,,,,,2,0.15,0.15,0.124820,0.125687,0.05,0.15,yes,-0.1448,-0.1675,-0.1448,0.0000,0.1070,0.2518,,,,,,,,,,
selection,openai,"GPT-5.4-mini (closed, budget tier)",M_constrained,-,yes,yes,,,,,0.255000,,0.040000,,,-0.6548,,,,,,,,4,0.15,0.15,0.128611,0.135617,0.15,0.15,yes,0.3652,0.3483,0.3652,0.0000,0.6080,0.2428,,,,,,,,,,
selection,openai,"GPT-5.4-mini (closed, budget tier)",M_constrained,-,yes,yes,,,,,0.255000,,0.040000,,,-0.6548,,,,,,,,8,0.15,0.15,0.161599,0.162103,0.15,0.15,yes,1.3852,1.3703,1.3852,0.0000,1.6100,0.2248,,,,,,,,,,
selection,openai,"GPT-5.4-mini (closed, budget tier)",M_constrained,-,yes,yes,,,,,0.255000,,0.040000,,,-0.6548,,,,,,,,20,0.15,0.15,0.161599,0.162103,0.15,0.15,yes,4.4452,4.4243,4.4452,0.0000,4.6160,0.1708,,,,,,,,,,
selection,openai,"GPT-5.4-mini (closed, budget tier)",M_free,-,no,no,,,,,0.971500,,0.995625,,,0.0000,,,,,,,,0,0.02,0.02 0.05,0.000000,0.000008,0.02,,,0.0000,0.0000,,,0.0011,0.0011,,,,,,,,,,
selection,openai,"GPT-5.4-mini (closed, budget tier)",M_free,-,no,no,,,,,0.951250,,0.995000,,,0.0011,,,,,,,,1,0.30,0.30 0.50 1.00,0.286652,,0.30,,,0.9524,0.9524,,,0.9551,0.0027,,,,,,,,,,
selection,openai,"GPT-5.4-mini (closed, budget tier)",M_free,-,no,no,,,,,0.951250,,0.995000,,,0.0011,,,,,,,,2,0.30,0.30 0.50 1.00,0.286652,,0.30,,,1.9036,1.9036,,,1.9091,0.0055,,,,,,,,,,
selection,openai,"GPT-5.4-mini (closed, budget tier)",M_free,-,no,no,,,,,0.951250,,0.995000,,,0.0011,,,,,,,,4,0.30,0.30 0.50 1.00,0.286652,,0.30,,,3.8061,3.8061,,,3.8171,0.0110,,,,,,,,,,
selection,openai,"GPT-5.4-mini (closed, budget tier)",M_free,-,no,no,,,,,0.951250,,0.995000,,,0.0011,,,,,,,,8,0.30,0.30 0.50 1.00,0.286652,,0.30,,,7.6111,7.6111,,,7.6331,0.0220,,,,,,,,,,
selection,openai,"GPT-5.4-mini (closed, budget tier)",M_free,-,no,no,,,,,0.951250,,0.995000,,,0.0011,,,,,,,,20,0.30,0.30 0.50 1.00,0.286652,,0.30,,,19.0261,19.0261,,,19.0811,0.0550,,,,,,,,,,
selection,opus,"Claude Opus 5 (closed, flagship)",M_constrained,default,yes,yes,,,,,0.156750,,0.040625,,,-0.8061,,,,,,,,0,0.15,0.15,0.050848,0.052021,0.02,0.15,yes,-0.8061,-0.9209,-0.8061,0.0000,-0.5454,0.2608,,,,,,,,,,
