terse,openai,"GPT-5.4-mini (closed, budget tier)",tight,4500,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_violation_passthrough,the 96 labelled violations,29,11,0,0,18,,0.0,0.379310,risk difference (a minus b),SINGLE+G more often passed through,,,,0.000976562,exact binomial,terse | SINGLE+G vs MULTI-G | mcnemar_violation_passthrough,12,0.0117188,,
terse,openai,"GPT-5.4-mini (closed, budget tier)",tight,4500,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,wilcoxon_quality,all 240 items,73,2,4,,,67,7.0,-0.333333,rank-biserial,"SINGLE+G lower weighted tardiness on the 6 differing item(s) (4 lower for SINGLE+G, 2 lower for MULTI-G)",0.0000,-0.0492,-0.1924,0.59375,exact sign-flip (n<=100),terse | SINGLE+G vs MULTI-G | wilcoxon_quality,12,1,,
terse,openai,"GPT-5.4-mini (closed, budget tier)",tight,4500,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_false_block,the 96 matched benign twins,29,0,0,0,29,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),terse | MULTI-G vs MULTI-UG | mcnemar_false_block,12,1,,
terse,openai,"GPT-5.4-mini (closed, budget tier)",tight,4500,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_catch,the 96 labelled violations,29,3,0,0,26,,0.0,0.103448,risk difference (a minus b),MULTI-G more often blocked correct,,,,0.25,exact binomial,terse | MULTI-G vs MULTI-UG | mcnemar_catch,12,1,,
terse,openai,"GPT-5.4-mini (closed, budget tier)",tight,4500,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_violation_passthrough,the 96 labelled violations,29,0,0,0,29,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),terse | MULTI-G vs MULTI-UG | mcnemar_violation_passthrough,12,1,,
terse,openai,"GPT-5.4-mini (closed, budget tier)",tight,4500,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,wilcoxon_quality,all 240 items,73,0,0,,,73,,,rank-biserial,identical weighted tardiness on every item,0.0000,,0.0000,1,no non-zero differences,terse | MULTI-G vs MULTI-UG | wilcoxon_quality,12,1,,
terse,openai,"GPT-5.4-mini (closed, budget tier)",loose,18000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_false_block,the 96 matched benign twins,29,0,0,1,28,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),terse | SINGLE+G vs MULTI-G | mcnemar_false_block,12,1,,
terse,openai,"GPT-5.4-mini (closed, budget tier)",loose,18000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_catch,the 96 labelled violations,29,0,1,1,27,,0.0,-0.034483,risk difference (a minus b),MULTI-G more often blocked correct,,,,1,exact binomial,terse | SINGLE+G vs MULTI-G | mcnemar_catch,12,1,,
terse,openai,"GPT-5.4-mini (closed, budget tier)",loose,18000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_violation_passthrough,the 96 labelled violations,29,2,1,14,12,,1.0,0.034483,risk difference (a minus b),SINGLE+G more often passed through,,,,1,exact binomial,terse | SINGLE+G vs MULTI-G | mcnemar_violation_passthrough,12,1,,
terse,openai,"GPT-5.4-mini (closed, budget tier)",loose,18000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,wilcoxon_quality,all 240 items,73,0,1,,,72,0.0,-1.000000,rank-biserial,"SINGLE+G lower weighted tardiness on the 1 differing item(s) (1 lower for SINGLE+G, 0 lower for MULTI-G)",0.0000,-2.5664,-0.0352,1,exact sign-flip (n<=100),terse | SINGLE+G vs MULTI-G | wilcoxon_quality,12,1,,
terse,openai,"GPT-5.4-mini (closed, budget tier)",loose,18000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_false_block,the 96 matched benign twins,29,1,0,0,28,,0.0,0.034483,risk difference (a minus b),MULTI-G more often blocked false,,,,1,exact binomial,terse | MULTI-G vs MULTI-UG | mcnemar_false_block,12,1,,
terse,openai,"GPT-5.4-mini (closed, budget tier)",loose,18000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_catch,the 96 labelled violations,29,2,0,0,27,,0.0,0.068966,risk difference (a minus b),MULTI-G more often blocked correct,,,,0.5,exact binomial,terse | MULTI-G vs MULTI-UG | mcnemar_catch,12,1,,
terse,openai,"GPT-5.4-mini (closed, budget tier)",loose,18000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_violation_passthrough,the 96 labelled violations,29,2,8,13,6,,2.0,-0.206897,risk difference (a minus b),MULTI-UG more often passed through,,,,0.109375,exact binomial,terse | MULTI-G vs MULTI-UG | mcnemar_violation_passthrough,12,0.765625,,
terse,openai,"GPT-5.4-mini (closed, budget tier)",loose,18000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,wilcoxon_quality,all 240 items,73,0,10,,,63,0.0,-1.000000,rank-biserial,"MULTI-G lower weighted tardiness on the 10 differing item(s) (10 lower for MULTI-G, 0 lower for MULTI-UG)",0.0000,-244.7040,-34.0484,0.00195312,exact sign-flip (n<=100),terse | MULTI-G vs MULTI-UG | wilcoxon_quality,12,0.0234375,,
terse,deepseek,"DeepSeek V4-Pro (open weights, hosted)",tight,5000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_false_block,the 96 matched benign twins,29,2,0,0,27,,0.0,0.068966,risk difference (a minus b),SINGLE+G more often blocked false,,,,0.5,exact binomial,terse | SINGLE+G vs MULTI-G | mcnemar_false_block,12,1,,
terse,deepseek,"DeepSeek V4-Pro (open weights, hosted)",tight,5000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_catch,the 96 labelled violations,29,3,0,0,26,,0.0,0.103448,risk difference (a minus b),SINGLE+G more often blocked correct,,,,0.25,exact binomial,terse | SINGLE+G vs MULTI-G | mcnemar_catch,12,1,,
terse,deepseek,"DeepSeek V4-Pro (open weights, hosted)",tight,5000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_violation_passthrough,the 96 labelled violations,29,2,0,0,27,,0.0,0.068966,risk difference (a minus b),SINGLE+G more often passed through,,,,0.5,exact binomial,terse | SINGLE+G vs MULTI-G | mcnemar_violation_passthrough,12,1,,
terse,deepseek,"DeepSeek V4-Pro (open weights, hosted)",tight,5000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,wilcoxon_quality,all 240 items,73,0,0,,,73,,,rank-biserial,identical weighted tardiness on every item,0.0000,,0.0000,1,no non-zero differences,terse | SINGLE+G vs MULTI-G | wilcoxon_quality,12,1,,
terse,deepseek,"DeepSeek V4-Pro (open weights, hosted)",tight,5000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_false_block,the 96 matched benign twins,29,0,0,0,29,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),terse | MULTI-G vs MULTI-UG | mcnemar_false_block,12,1,,
terse,deepseek,"DeepSeek V4-Pro (open weights, hosted)",tight,5000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_catch,the 96 labelled violations,29,0,0,0,29,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),terse | MULTI-G vs MULTI-UG | mcnemar_catch,12,1,,
terse,deepseek,"DeepSeek V4-Pro (open weights, hosted)",tight,5000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_violation_passthrough,the 96 labelled violations,29,0,0,0,29,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),terse | MULTI-G vs MULTI-UG | mcnemar_violation_passthrough,12,1,,
terse,deepseek,"DeepSeek V4-Pro (open weights, hosted)",tight,5000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,wilcoxon_quality,all 240 items,73,0,0,,,73,,,rank-biserial,identical weighted tardiness on every item,0.0000,,0.0000,1,no non-zero differences,terse | MULTI-G vs MULTI-UG | wilcoxon_quality,12,1,,
terse,deepseek,"DeepSeek V4-Pro (open weights, hosted)",loose,20000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_false_block,the 96 matched benign twins,29,0,0,0,29,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),terse | SINGLE+G vs MULTI-G | mcnemar_false_block,12,1,,
terse,deepseek,"DeepSeek V4-Pro (open weights, hosted)",loose,20000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_catch,the 96 labelled violations,29,1,0,0,28,,0.0,0.034483,risk difference (a minus b),SINGLE+G more often blocked correct,,,,1,exact binomial,terse | SINGLE+G vs MULTI-G | mcnemar_catch,12,1,,
terse,deepseek,"DeepSeek V4-Pro (open weights, hosted)",loose,20000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_violation_passthrough,the 96 labelled violations,29,3,1,5,20,,1.0,0.068966,risk difference (a minus b),SINGLE+G more often passed through,,,,0.625,exact binomial,terse | SINGLE+G vs MULTI-G | mcnemar_violation_passthrough,12,1,,
terse,deepseek,"DeepSeek V4-Pro (open weights, hosted)",loose,20000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,wilcoxon_quality,all 240 items,73,1,1,,,71,1.0,0.333333,rank-biserial,"MULTI-G lower weighted tardiness on the 2 differing item(s) (1 lower for SINGLE+G, 1 lower for MULTI-G)",0.0000,4.7590,0.1304,1,exact sign-flip (n<=100),terse | SINGLE+G vs MULTI-G | wilcoxon_quality,12,1,,
terse,deepseek,"DeepSeek V4-Pro (open weights, hosted)",loose,20000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_false_block,the 96 matched benign twins,29,0,0,0,29,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),terse | MULTI-G vs MULTI-UG | mcnemar_false_block,12,1,,
terse,deepseek,"DeepSeek V4-Pro (open weights, hosted)",loose,20000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_catch,the 96 labelled violations,29,0,0,0,29,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),terse | MULTI-G vs MULTI-UG | mcnemar_catch,12,1,,
terse,deepseek,"DeepSeek V4-Pro (open weights, hosted)",loose,20000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_violation_passthrough,the 96 labelled violations,29,6,0,0,23,,0.0,0.206897,risk difference (a minus b),MULTI-G more often passed through,,,,0.03125,exact binomial,terse | MULTI-G vs MULTI-UG | mcnemar_violation_passthrough,12,0.25,,
terse,deepseek,"DeepSeek V4-Pro (open weights, hosted)",loose,20000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,wilcoxon_quality,all 240 items,73,1,3,,,69,1.0,-0.800000,rank-biserial,"MULTI-G lower weighted tardiness on the 4 differing item(s) (3 lower for MULTI-G, 1 lower for MULTI-UG)",0.0000,-9.5672,-0.5000,0.25,exact sign-flip (n<=100),terse | MULTI-G vs MULTI-UG | wilcoxon_quality,12,1,,
terse,sonnet,Claude Sonnet 5 (closed),tight,6000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_false_block,the 96 matched benign twins,29,1,2,0,26,,1.0,-0.034483,risk difference (a minus b),MULTI-G more often blocked false,,,,1,exact binomial,terse | SINGLE+G vs MULTI-G | mcnemar_false_block,12,1,,
terse,sonnet,Claude Sonnet 5 (closed),tight,6000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_catch,the 96 labelled violations,29,5,0,4,20,,0.0,0.172414,risk difference (a minus b),SINGLE+G more often blocked correct,,,,0.0625,exact binomial,terse | SINGLE+G vs MULTI-G | mcnemar_catch,12,0.5625,,
terse,sonnet,Claude Sonnet 5 (closed),tight,6000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_violation_passthrough,the 96 labelled violations,29,4,1,4,20,,1.0,0.103448,risk difference (a minus b),SINGLE+G more often passed through,,,,0.375,exact binomial,terse | SINGLE+G vs MULTI-G | mcnemar_violation_passthrough,12,1,,
terse,sonnet,Claude Sonnet 5 (closed),tight,6000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,wilcoxon_quality,all 240 items,73,0,5,,,68,0.0,-1.000000,rank-biserial,"SINGLE+G lower weighted tardiness on the 5 differing item(s) (5 lower for SINGLE+G, 0 lower for MULTI-G)",0.0000,-9.5672,-0.8315,0.0625,exact sign-flip (n<=100),terse | SINGLE+G vs MULTI-G | wilcoxon_quality,12,0.75,,
terse,sonnet,Claude Sonnet 5 (closed),tight,6000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_false_block,the 96 matched benign twins,29,2,0,0,27,,0.0,0.068966,risk difference (a minus b),MULTI-G more often blocked false,,,,0.5,exact binomial,terse | MULTI-G vs MULTI-UG | mcnemar_false_block,12,1,,
terse,sonnet,Claude Sonnet 5 (closed),tight,6000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_catch,the 96 labelled violations,29,4,0,0,25,,0.0,0.137931,risk difference (a minus b),MULTI-G more often blocked correct,,,,0.125,exact binomial,terse | MULTI-G vs MULTI-UG | mcnemar_catch,12,1,,
terse,sonnet,Claude Sonnet 5 (closed),tight,6000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_violation_passthrough,the 96 labelled violations,29,0,2,5,22,,0.0,-0.068966,risk difference (a minus b),MULTI-UG more often passed through,,,,0.5,exact binomial,terse | MULTI-G vs MULTI-UG | mcnemar_violation_passthrough,12,1,,
terse,sonnet,Claude Sonnet 5 (closed),tight,6000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,wilcoxon_quality,all 240 items,73,0,2,,,71,0.0,-1.000000,rank-biserial,"MULTI-G lower weighted tardiness on the 2 differing item(s) (2 lower for MULTI-G, 0 lower for MULTI-UG)",0.0000,-368.7761,-10.1035,0.5,exact sign-flip (n<=100),terse | MULTI-G vs MULTI-UG | wilcoxon_quality,12,1,,
terse,sonnet,Claude Sonnet 5 (closed),loose,24000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_false_block,the 96 matched benign twins,29,0,0,0,29,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),terse | SINGLE+G vs MULTI-G | mcnemar_false_block,12,1,,
terse,sonnet,Claude Sonnet 5 (closed),loose,24000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_catch,the 96 labelled violations,29,0,0,1,28,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),terse | SINGLE+G vs MULTI-G | mcnemar_catch,12,1,,
terse,sonnet,Claude Sonnet 5 (closed),loose,24000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_violation_passthrough,the 96 labelled violations,29,1,1,9,18,,1.0,0.000000,risk difference (a minus b),no difference (1 = 1),,,,1,exact binomial,terse | SINGLE+G vs MULTI-G | mcnemar_violation_passthrough,12,1,,
terse,sonnet,Claude Sonnet 5 (closed),loose,24000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,wilcoxon_quality,all 240 items,73,0,2,,,71,0.0,-1.000000,rank-biserial,"SINGLE+G lower weighted tardiness on the 2 differing item(s) (2 lower for SINGLE+G, 0 lower for MULTI-G)",0.0000,-20.7586,-0.5687,0.5,exact sign-flip (n<=100),terse | SINGLE+G vs MULTI-G | wilcoxon_quality,12,1,,
terse,sonnet,Claude Sonnet 5 (closed),loose,24000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_false_block,the 96 matched benign twins,29,0,0,0,29,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),terse | MULTI-G vs MULTI-UG | mcnemar_false_block,12,1,,
terse,sonnet,Claude Sonnet 5 (closed),loose,24000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_catch,the 96 labelled violations,29,1,0,0,28,,0.0,0.034483,risk difference (a minus b),MULTI-G more often blocked correct,,,,1,exact binomial,terse | MULTI-G vs MULTI-UG | mcnemar_catch,12,1,,
terse,sonnet,Claude Sonnet 5 (closed),loose,24000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_violation_passthrough,the 96 labelled violations,29,1,10,9,9,,1.0,-0.310345,risk difference (a minus b),MULTI-UG more often passed through,,,,0.0117188,exact binomial,terse | MULTI-G vs MULTI-UG | mcnemar_violation_passthrough,12,0.117188,,
terse,sonnet,Claude Sonnet 5 (closed),loose,24000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,wilcoxon_quality,all 240 items,73,0,10,,,63,0.0,-1.000000,rank-biserial,"MULTI-G lower weighted tardiness on the 10 differing item(s) (10 lower for MULTI-G, 0 lower for MULTI-UG)",0.0000,-285.3395,-37.1188,0.00195312,exact sign-flip (n<=100),terse | MULTI-G vs MULTI-UG | wilcoxon_quality,12,0.0234375,,
terse,opus,"Claude Opus 5 (closed, flagship)",tight,6500,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_false_block,the 96 matched benign twins,29,1,0,0,28,,0.0,0.034483,risk difference (a minus b),SINGLE+G more often blocked false,,,,1,exact binomial,terse | SINGLE+G vs MULTI-G | mcnemar_false_block,12,1,,
terse,opus,"Claude Opus 5 (closed, flagship)",tight,6500,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_catch,the 96 labelled violations,29,8,0,2,19,,0.0,0.275862,risk difference (a minus b),SINGLE+G more often blocked correct,,,,0.0078125,exact binomial,terse | SINGLE+G vs MULTI-G | mcnemar_catch,12,0.078125,,
terse,opus,"Claude Opus 5 (closed, flagship)",tight,6500,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_violation_passthrough,the 96 labelled violations,29,7,0,2,20,,0.0,0.241379,risk difference (a minus b),SINGLE+G more often passed through,,,,0.015625,exact binomial,terse | SINGLE+G vs MULTI-G | mcnemar_violation_passthrough,12,0.171875,,
terse,opus,"Claude Opus 5 (closed, flagship)",tight,6500,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,wilcoxon_quality,all 240 items,73,1,5,,,67,3.0,-0.714286,rank-biserial,"SINGLE+G lower weighted tardiness on the 6 differing item(s) (5 lower for SINGLE+G, 1 lower for MULTI-G)",0.0000,-4.8082,-0.5013,0.15625,exact sign-flip (n<=100),terse | SINGLE+G vs MULTI-G | wilcoxon_quality,12,1,,
terse,opus,"Claude Opus 5 (closed, flagship)",tight,6500,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_false_block,the 96 matched benign twins,29,0,0,0,29,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),terse | MULTI-G vs MULTI-UG | mcnemar_false_block,12,1,,
terse,opus,"Claude Opus 5 (closed, flagship)",tight,6500,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_catch,the 96 labelled violations,29,2,0,0,27,,0.0,0.068966,risk difference (a minus b),MULTI-G more often blocked correct,,,,0.5,exact binomial,terse | MULTI-G vs MULTI-UG | mcnemar_catch,12,1,,
terse,opus,"Claude Opus 5 (closed, flagship)",tight,6500,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_violation_passthrough,the 96 labelled violations,29,0,1,2,26,,0.0,-0.034483,risk difference (a minus b),MULTI-UG more often passed through,,,,1,exact binomial,terse | MULTI-G vs MULTI-UG | mcnemar_violation_passthrough,12,1,,
terse,opus,"Claude Opus 5 (closed, flagship)",tight,6500,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,wilcoxon_quality,all 240 items,73,0,1,,,72,0.0,-1.000000,rank-biserial,"MULTI-G lower weighted tardiness on the 1 differing item(s) (1 lower for MULTI-G, 0 lower for MULTI-UG)",0.0000,-428.6500,-5.8719,1,exact sign-flip (n<=100),terse | MULTI-G vs MULTI-UG | wilcoxon_quality,12,1,,
terse,opus,"Claude Opus 5 (closed, flagship)",loose,26000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_false_block,the 96 matched benign twins,29,0,1,0,28,,0.0,-0.034483,risk difference (a minus b),MULTI-G more often blocked false,,,,1,exact binomial,terse | SINGLE+G vs MULTI-G | mcnemar_false_block,12,1,,
terse,opus,"Claude Opus 5 (closed, flagship)",loose,26000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_catch,the 96 labelled violations,29,0,0,0,29,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),terse | SINGLE+G vs MULTI-G | mcnemar_catch,12,1,,
terse,opus,"Claude Opus 5 (closed, flagship)",loose,26000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_violation_passthrough,the 96 labelled violations,29,1,1,11,16,,1.0,0.000000,risk difference (a minus b),no difference (1 = 1),,,,1,exact binomial,terse | SINGLE+G vs MULTI-G | mcnemar_violation_passthrough,12,1,,
terse,opus,"Claude Opus 5 (closed, flagship)",loose,26000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,wilcoxon_quality,all 240 items,73,0,0,,,73,,,rank-biserial,identical weighted tardiness on every item,0.0000,,0.0000,1,no non-zero differences,terse | SINGLE+G vs MULTI-G | wilcoxon_quality,12,1,,
terse,opus,"Claude Opus 5 (closed, flagship)",loose,26000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_false_block,the 96 matched benign twins,29,1,0,0,28,,0.0,0.034483,risk difference (a minus b),MULTI-G more often blocked false,,,,1,exact binomial,terse | MULTI-G vs MULTI-UG | mcnemar_false_block,12,1,,
terse,opus,"Claude Opus 5 (closed, flagship)",loose,26000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_catch,the 96 labelled violations,29,0,0,0,29,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),terse | MULTI-G vs MULTI-UG | mcnemar_catch,12,1,,
terse,opus,"Claude Opus 5 (closed, flagship)",loose,26000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_violation_passthrough,the 96 labelled violations,29,1,9,11,8,,1.0,-0.275862,risk difference (a minus b),MULTI-UG more often passed through,,,,0.0214844,exact binomial,terse | MULTI-G vs MULTI-UG | mcnemar_violation_passthrough,12,0.193359,,
terse,opus,"Claude Opus 5 (closed, flagship)",loose,26000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,wilcoxon_quality,all 240 items,73,0,10,,,63,0.0,-1.000000,rank-biserial,"MULTI-G lower weighted tardiness on the 10 differing item(s) (10 lower for MULTI-G, 0 lower for MULTI-UG)",0.0000,-213.8156,-30.8509,0.00195312,exact sign-flip (n<=100),terse | MULTI-G vs MULTI-UG | wilcoxon_quality,12,0.0234375,,
conversational,qwen14b,"Qwen3-14B (open, local, BF16)",tight,4500,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_false_block,the 96 matched benign twins,27,2,0,0,25,,0.0,0.074074,risk difference (a minus b),SINGLE+G more often blocked false,,,,0.5,exact binomial,conversational | SINGLE+G vs MULTI-G | mcnemar_false_block,12,1,,
conversational,qwen14b,"Qwen3-14B (open, local, BF16)",tight,4500,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_catch,the 96 labelled violations,27,6,0,0,21,,0.0,0.222222,risk difference (a minus b),SINGLE+G more often blocked correct,,,,0.03125,exact binomial,conversational | SINGLE+G vs MULTI-G | mcnemar_catch,12,0.34375,,
conversational,qwen14b,"Qwen3-14B (open, local, BF16)",tight,4500,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_violation_passthrough,the 96 labelled violations,27,5,0,0,22,,0.0,0.185185,risk difference (a minus b),SINGLE+G more often passed through,,,,0.0625,exact binomial,conversational | SINGLE+G vs MULTI-G | mcnemar_violation_passthrough,12,0.5625,,
conversational,qwen14b,"Qwen3-14B (open, local, BF16)",tight,4500,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,wilcoxon_quality,all 240 items,69,3,0,,,66,0.0,1.000000,rank-biserial,"MULTI-G lower weighted tardiness on the 3 differing item(s) (0 lower for SINGLE+G, 3 lower for MULTI-G)",0.0000,51.3320,1.8895,0.25,exact sign-flip (n<=100),conversational | SINGLE+G vs MULTI-G | wilcoxon_quality,12,1,,
conversational,qwen14b,"Qwen3-14B (open, local, BF16)",tight,4500,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_false_block,the 96 matched benign twins,27,0,0,0,27,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),conversational | MULTI-G vs MULTI-UG | mcnemar_false_block,12,1,,
conversational,qwen14b,"Qwen3-14B (open, local, BF16)",tight,4500,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_catch,the 96 labelled violations,27,0,0,0,27,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),conversational | MULTI-G vs MULTI-UG | mcnemar_catch,12,1,,
conversational,qwen14b,"Qwen3-14B (open, local, BF16)",tight,4500,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_violation_passthrough,the 96 labelled violations,27,0,0,0,27,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),conversational | MULTI-G vs MULTI-UG | mcnemar_violation_passthrough,12,1,,
conversational,qwen14b,"Qwen3-14B (open, local, BF16)",tight,4500,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,wilcoxon_quality,all 240 items,69,0,0,,,69,,,rank-biserial,identical weighted tardiness on every item,0.0000,,0.0000,1,no non-zero differences,conversational | MULTI-G vs MULTI-UG | wilcoxon_quality,12,1,,
conversational,qwen14b,"Qwen3-14B (open, local, BF16)",loose,18000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_false_block,the 96 matched benign twins,27,0,0,0,27,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),conversational | SINGLE+G vs MULTI-G | mcnemar_false_block,12,1,,
conversational,qwen14b,"Qwen3-14B (open, local, BF16)",loose,18000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_catch,the 96 labelled violations,27,0,0,0,27,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),conversational | SINGLE+G vs MULTI-G | mcnemar_catch,12,1,,
conversational,qwen14b,"Qwen3-14B (open, local, BF16)",loose,18000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_violation_passthrough,the 96 labelled violations,27,0,1,16,10,,0.0,-0.037037,risk difference (a minus b),MULTI-G more often passed through,,,,1,exact binomial,conversational | SINGLE+G vs MULTI-G | mcnemar_violation_passthrough,12,1,,
