# DG14. Three deterministic delta baselines against the optimality certificate, on the 2000 items of the direct benchmark
# generated 2026-08-18 01:26:37 +0800 by code/scripts/delta_baselines.py (l1-dg14-delta-baselines-1)
# inputs:
#   direct     analysis/DG1_direct_guard.csv  sha256 32d8e190b4b0ecb725f2ae3ddcf506dec062e736fb6b0d725a273a3f35293a4f
#   summary    analysis/DG1_direct_guard_summary.csv  sha256 e48e336e549d1a02342750d56648fe37f42c6390d3acfb6039bb26f89f9a91bb
#   anchor     analysis/ladder/rule_anchor.csv  sha256 ca31ec0bf9805ef42390e8663257e204da7da4191eb0b2052ad4f0225cb52fc7
#   suite      code/suite/v0.2/suite.jsonl  sha256 0a0b471f4d04ba035dd12388c919c75a9b7aee6db52bf153f6295f185530908a
#   tau_sweep  analysis/DG1_direct_guard_tau.csv  sha256 501a83cc68a8e2221b99ac8c9c1380510afaeb9fb8dfdd47c2be7786be498572
#   macros     manuscript/macros.tex  (read for the two published shares only)
# the delta rules REPLACE THE QUALITY STAGE ONLY: the schema and feasibility verdicts of the logged run are reused unchanged, so the 365 items blocked before the quality stage stay blocked under every guard here
# WT_prop  = obj_bh of the logged run (adjusted fields); recomputed here and asserted equal
# WT_ref1  = no-op dispatch of the UNADJUSTED instance (analysis/ladder/rule_anchor.csv, one per instance)
# WT_ref2  = the same adjusted fields dispatched with the proposal's added dispatch constraints removed (l1suite/checks.py::measure)
# D-REL1 refuses iff (WT_prop-WT_ref1)/max(WT_ref1,1) > theta;  D-REL2 the same against WT_ref2;  D-ABS refuses iff WT_prop-WT_ref1 > A bh
# every WT difference is rounded to 6 decimals in bh before it is thresholded, which is what l1suite/checks.py::measure does to the suite's stored badness
# D-REL1-ORIG is a SENSITIVITY, not a headline baseline: it scores both sides on the instance's original fields
# G-CERT is the deployed certificate, refusing iff the Tier-2 certified gap exceeds the tolerance; its tau=0.2 row is the manuscript's published operating point
# tolerance grid (50 values): 0.02, 0.03, 0.04, 0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2, 0.21, 0.22, 0.23, 0.24, 0.25, 0.26, 0.27, 0.28, 0.29, 0.3, 0.31, 0.32, 0.33, 0.34, 0.35, 0.36, 0.37, 0.38, 0.39, 0.4, 0.41, 0.42, 0.43, 0.44, 0.45, 0.46, 0.47, 0.48, 0.49, 0.5, 1
# absolute grid (20 values, bh): 0.5, 0.6371, 0.8119, 1.0346, 1.3183, 1.6799, 2.1407, 2.7278, 3.476, 4.4293, 5.6442, 7.1922, 9.1649, 11.6786, 14.8818, 18.9635, 24.1647, 30.7924, 39.238, 50
# matched operating point: the setting whose benign false-block count is at most the certificate's (21), maximising V3 refusals, ties to higher overall violation refusal, then fewer benign false blocks, then the widest tolerance
# refused_share denominator = all class items (the convention the published macros use); refused_share_nonempty denominator = items carrying a non-empty proposal
# no randomness anywhere; the dispatcher is deterministic at (rule=atc, seed=0); 1635 counterfactual references recomputed in 48.6 s on 12 worker(s)
# self-check: 118 assertions passed
block,guard,setting_kind,setting,class,items,nonempty_items,reached_qual,pre_qual_refused,qual_refused,refused,refused_share,refused_share_nonempty,stat,note
sweep,D-REL2,theta,0.09,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.09,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.09,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.09,V3,220,220,220,0,208,208,94.5455,94.5455,,
sweep,D-REL2,theta,0.09,V4,220,220,220,0,45,45,20.4545,20.4545,,
sweep,D-REL2,theta,0.09,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.09,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.09,violations_all,1200,945,835,365,253,618,51.5000,65.3968,,
sweep,D-REL2,theta,0.09,all,2000,1745,1635,365,253,618,30.9000,35.4155,,
sweep,D-REL2,theta,0.1,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.1,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.1,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.1,V3,220,220,220,0,208,208,94.5455,94.5455,,
sweep,D-REL2,theta,0.1,V4,220,220,220,0,45,45,20.4545,20.4545,,
sweep,D-REL2,theta,0.1,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.1,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.1,violations_all,1200,945,835,365,253,618,51.5000,65.3968,,
sweep,D-REL2,theta,0.1,all,2000,1745,1635,365,253,618,30.9000,35.4155,,
sweep,D-REL2,theta,0.11,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.11,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.11,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.11,V3,220,220,220,0,206,206,93.6364,93.6364,,
sweep,D-REL2,theta,0.11,V4,220,220,220,0,45,45,20.4545,20.4545,,
sweep,D-REL2,theta,0.11,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.11,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.11,violations_all,1200,945,835,365,251,616,51.3333,65.1852,,
sweep,D-REL2,theta,0.11,all,2000,1745,1635,365,251,616,30.8000,35.3009,,
sweep,D-REL2,theta,0.12,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.12,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.12,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.12,V3,220,220,220,0,205,205,93.1818,93.1818,,
sweep,D-REL2,theta,0.12,V4,220,220,220,0,45,45,20.4545,20.4545,,
sweep,D-REL2,theta,0.12,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.12,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.12,violations_all,1200,945,835,365,250,615,51.2500,65.0794,,
sweep,D-REL2,theta,0.12,all,2000,1745,1635,365,250,615,30.7500,35.2436,,
sweep,D-REL2,theta,0.13,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.13,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.13,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.13,V3,220,220,220,0,204,204,92.7273,92.7273,,
sweep,D-REL2,theta,0.13,V4,220,220,220,0,44,44,20.0000,20.0000,,
sweep,D-REL2,theta,0.13,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.13,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.13,violations_all,1200,945,835,365,248,613,51.0833,64.8677,,
sweep,D-REL2,theta,0.13,all,2000,1745,1635,365,248,613,30.6500,35.1289,,
sweep,D-REL2,theta,0.14,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.14,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.14,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.14,V3,220,220,220,0,204,204,92.7273,92.7273,,
sweep,D-REL2,theta,0.14,V4,220,220,220,0,42,42,19.0909,19.0909,,
sweep,D-REL2,theta,0.14,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.14,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.14,violations_all,1200,945,835,365,246,611,50.9167,64.6561,,
sweep,D-REL2,theta,0.14,all,2000,1745,1635,365,246,611,30.5500,35.0143,,
sweep,D-REL2,theta,0.15,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.15,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.15,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.15,V3,220,220,220,0,204,204,92.7273,92.7273,,
sweep,D-REL2,theta,0.15,V4,220,220,220,0,42,42,19.0909,19.0909,,
sweep,D-REL2,theta,0.15,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.15,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.15,violations_all,1200,945,835,365,246,611,50.9167,64.6561,,
sweep,D-REL2,theta,0.15,all,2000,1745,1635,365,246,611,30.5500,35.0143,,
sweep,D-REL2,theta,0.16,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.16,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.16,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.16,V3,220,220,220,0,202,202,91.8182,91.8182,,
sweep,D-REL2,theta,0.16,V4,220,220,220,0,41,41,18.6364,18.6364,,
sweep,D-REL2,theta,0.16,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.16,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.16,violations_all,1200,945,835,365,243,608,50.6667,64.3386,,
sweep,D-REL2,theta,0.16,all,2000,1745,1635,365,243,608,30.4000,34.8424,,
sweep,D-REL2,theta,0.17,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.17,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.17,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.17,V3,220,220,220,0,199,199,90.4545,90.4545,,
sweep,D-REL2,theta,0.17,V4,220,220,220,0,41,41,18.6364,18.6364,,
sweep,D-REL2,theta,0.17,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.17,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.17,violations_all,1200,945,835,365,240,605,50.4167,64.0212,,
sweep,D-REL2,theta,0.17,all,2000,1745,1635,365,240,605,30.2500,34.6705,,
sweep,D-REL2,theta,0.18,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.18,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.18,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.18,V3,220,220,220,0,198,198,90.0000,90.0000,,
sweep,D-REL2,theta,0.18,V4,220,220,220,0,40,40,18.1818,18.1818,,
sweep,D-REL2,theta,0.18,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.18,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.18,violations_all,1200,945,835,365,238,603,50.2500,63.8095,,
sweep,D-REL2,theta,0.18,all,2000,1745,1635,365,238,603,30.1500,34.5559,,
sweep,D-REL2,theta,0.19,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.19,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.19,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.19,V3,220,220,220,0,195,195,88.6364,88.6364,,
sweep,D-REL2,theta,0.19,V4,220,220,220,0,37,37,16.8182,16.8182,,
sweep,D-REL2,theta,0.19,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.19,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.19,violations_all,1200,945,835,365,232,597,49.7500,63.1746,,
sweep,D-REL2,theta,0.19,all,2000,1745,1635,365,232,597,29.8500,34.2120,,
sweep,D-REL2,theta,0.2,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.2,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.2,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.2,V3,220,220,220,0,192,192,87.2727,87.2727,,
sweep,D-REL2,theta,0.2,V4,220,220,220,0,37,37,16.8182,16.8182,,
sweep,D-REL2,theta,0.2,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.2,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.2,violations_all,1200,945,835,365,229,594,49.5000,62.8571,,
sweep,D-REL2,theta,0.2,all,2000,1745,1635,365,229,594,29.7000,34.0401,,
sweep,D-REL2,theta,0.21,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.21,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.21,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.21,V3,220,220,220,0,190,190,86.3636,86.3636,,
sweep,D-REL2,theta,0.21,V4,220,220,220,0,37,37,16.8182,16.8182,,
sweep,D-REL2,theta,0.21,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.21,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.21,violations_all,1200,945,835,365,227,592,49.3333,62.6455,,
sweep,D-REL2,theta,0.21,all,2000,1745,1635,365,227,592,29.6000,33.9255,,
sweep,D-REL2,theta,0.22,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.22,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.22,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.22,V3,220,220,220,0,189,189,85.9091,85.9091,,
sweep,D-REL2,theta,0.22,V4,220,220,220,0,37,37,16.8182,16.8182,,
sweep,D-REL2,theta,0.22,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.22,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.22,violations_all,1200,945,835,365,226,591,49.2500,62.5397,,
sweep,D-REL2,theta,0.22,all,2000,1745,1635,365,226,591,29.5500,33.8682,,
sweep,D-REL2,theta,0.23,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.23,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.23,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.23,V3,220,220,220,0,188,188,85.4545,85.4545,,
sweep,D-REL2,theta,0.23,V4,220,220,220,0,37,37,16.8182,16.8182,,
sweep,D-REL2,theta,0.23,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.23,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.23,violations_all,1200,945,835,365,225,590,49.1667,62.4339,,
sweep,D-REL2,theta,0.23,all,2000,1745,1635,365,225,590,29.5000,33.8109,,
sweep,D-REL2,theta,0.24,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.24,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.24,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.24,V3,220,220,220,0,184,184,83.6364,83.6364,,
sweep,D-REL2,theta,0.24,V4,220,220,220,0,36,36,16.3636,16.3636,,
sweep,D-REL2,theta,0.24,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.24,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.24,violations_all,1200,945,835,365,220,585,48.7500,61.9048,,
sweep,D-REL2,theta,0.24,all,2000,1745,1635,365,220,585,29.2500,33.5244,,
sweep,D-REL2,theta,0.25,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.25,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.25,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.25,V3,220,220,220,0,180,180,81.8182,81.8182,,
sweep,D-REL2,theta,0.25,V4,220,220,220,0,35,35,15.9091,15.9091,,
sweep,D-REL2,theta,0.25,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.25,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.25,violations_all,1200,945,835,365,215,580,48.3333,61.3757,,
sweep,D-REL2,theta,0.25,all,2000,1745,1635,365,215,580,29.0000,33.2378,,
sweep,D-REL2,theta,0.26,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.26,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.26,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.26,V3,220,220,220,0,179,179,81.3636,81.3636,,
sweep,D-REL2,theta,0.26,V4,220,220,220,0,35,35,15.9091,15.9091,,
sweep,D-REL2,theta,0.26,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.26,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.26,violations_all,1200,945,835,365,214,579,48.2500,61.2698,,
sweep,D-REL2,theta,0.26,all,2000,1745,1635,365,214,579,28.9500,33.1805,,
sweep,D-REL2,theta,0.27,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.27,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.27,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.27,V3,220,220,220,0,177,177,80.4545,80.4545,,
sweep,D-REL2,theta,0.27,V4,220,220,220,0,34,34,15.4545,15.4545,,
sweep,D-REL2,theta,0.27,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.27,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.27,violations_all,1200,945,835,365,211,576,48.0000,60.9524,,
sweep,D-REL2,theta,0.27,all,2000,1745,1635,365,211,576,28.8000,33.0086,,
sweep,D-REL2,theta,0.28,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.28,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.28,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.28,V3,220,220,220,0,172,172,78.1818,78.1818,,
sweep,D-REL2,theta,0.28,V4,220,220,220,0,32,32,14.5455,14.5455,,
sweep,D-REL2,theta,0.28,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.28,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.28,violations_all,1200,945,835,365,204,569,47.4167,60.2116,,
sweep,D-REL2,theta,0.28,all,2000,1745,1635,365,204,569,28.4500,32.6074,,
sweep,D-REL2,theta,0.29,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.29,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.29,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.29,V3,220,220,220,0,171,171,77.7273,77.7273,,
sweep,D-REL2,theta,0.29,V4,220,220,220,0,32,32,14.5455,14.5455,,
sweep,D-REL2,theta,0.29,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.29,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.29,violations_all,1200,945,835,365,203,568,47.3333,60.1058,,
sweep,D-REL2,theta,0.29,all,2000,1745,1635,365,203,568,28.4000,32.5501,,
sweep,D-REL2,theta,0.3,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.3,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.3,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.3,V3,220,220,220,0,171,171,77.7273,77.7273,,
sweep,D-REL2,theta,0.3,V4,220,220,220,0,32,32,14.5455,14.5455,,
sweep,D-REL2,theta,0.3,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.3,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.3,violations_all,1200,945,835,365,203,568,47.3333,60.1058,,
sweep,D-REL2,theta,0.3,all,2000,1745,1635,365,203,568,28.4000,32.5501,,
sweep,D-REL2,theta,0.31,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.31,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.31,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.31,V3,220,220,220,0,168,168,76.3636,76.3636,,
sweep,D-REL2,theta,0.31,V4,220,220,220,0,31,31,14.0909,14.0909,,
sweep,D-REL2,theta,0.31,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.31,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.31,violations_all,1200,945,835,365,199,564,47.0000,59.6825,,
sweep,D-REL2,theta,0.31,all,2000,1745,1635,365,199,564,28.2000,32.3209,,
sweep,D-REL2,theta,0.32,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.32,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.32,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.32,V3,220,220,220,0,165,165,75.0000,75.0000,,
sweep,D-REL2,theta,0.32,V4,220,220,220,0,31,31,14.0909,14.0909,,
sweep,D-REL2,theta,0.32,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.32,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.32,violations_all,1200,945,835,365,196,561,46.7500,59.3651,,
sweep,D-REL2,theta,0.32,all,2000,1745,1635,365,196,561,28.0500,32.1490,,
sweep,D-REL2,theta,0.33,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.33,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.33,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.33,V3,220,220,220,0,164,164,74.5455,74.5455,,
sweep,D-REL2,theta,0.33,V4,220,220,220,0,30,30,13.6364,13.6364,,
sweep,D-REL2,theta,0.33,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.33,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.33,violations_all,1200,945,835,365,194,559,46.5833,59.1534,,
sweep,D-REL2,theta,0.33,all,2000,1745,1635,365,194,559,27.9500,32.0344,,
sweep,D-REL2,theta,0.34,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.34,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.34,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.34,V3,220,220,220,0,163,163,74.0909,74.0909,,
sweep,D-REL2,theta,0.34,V4,220,220,220,0,28,28,12.7273,12.7273,,
sweep,D-REL2,theta,0.34,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.34,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.34,violations_all,1200,945,835,365,191,556,46.3333,58.8360,,
sweep,D-REL2,theta,0.34,all,2000,1745,1635,365,191,556,27.8000,31.8625,,
sweep,D-REL2,theta,0.35,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.35,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.35,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.35,V3,220,220,220,0,160,160,72.7273,72.7273,,
sweep,D-REL2,theta,0.35,V4,220,220,220,0,25,25,11.3636,11.3636,,
sweep,D-REL2,theta,0.35,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.35,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.35,violations_all,1200,945,835,365,185,550,45.8333,58.2011,,
sweep,D-REL2,theta,0.35,all,2000,1745,1635,365,185,550,27.5000,31.5186,,
sweep,D-REL2,theta,0.36,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.36,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.36,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.36,V3,220,220,220,0,155,155,70.4545,70.4545,,
sweep,D-REL2,theta,0.36,V4,220,220,220,0,24,24,10.9091,10.9091,,
sweep,D-REL2,theta,0.36,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.36,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.36,violations_all,1200,945,835,365,179,544,45.3333,57.5661,,
sweep,D-REL2,theta,0.36,all,2000,1745,1635,365,179,544,27.2000,31.1748,,
sweep,D-REL2,theta,0.37,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.37,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.37,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.37,V3,220,220,220,0,152,152,69.0909,69.0909,,
sweep,D-REL2,theta,0.37,V4,220,220,220,0,24,24,10.9091,10.9091,,
sweep,D-REL2,theta,0.37,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.37,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.37,violations_all,1200,945,835,365,176,541,45.0833,57.2487,,
sweep,D-REL2,theta,0.37,all,2000,1745,1635,365,176,541,27.0500,31.0029,,
sweep,D-REL2,theta,0.38,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.38,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.38,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.38,V3,220,220,220,0,149,149,67.7273,67.7273,,
sweep,D-REL2,theta,0.38,V4,220,220,220,0,23,23,10.4545,10.4545,,
sweep,D-REL2,theta,0.38,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.38,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.38,violations_all,1200,945,835,365,172,537,44.7500,56.8254,,
sweep,D-REL2,theta,0.38,all,2000,1745,1635,365,172,537,26.8500,30.7736,,
sweep,D-REL2,theta,0.39,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,D-REL2,theta,0.39,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,D-REL2,theta,0.39,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,D-REL2,theta,0.39,V3,220,220,220,0,146,146,66.3636,66.3636,,
sweep,D-REL2,theta,0.39,V4,220,220,220,0,22,22,10.0000,10.0000,,
sweep,D-REL2,theta,0.39,V5,200,0,200,0,0,0,0.0000,,,
sweep,D-REL2,theta,0.39,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,D-REL2,theta,0.39,violations_all,1200,945,835,365,168,533,44.4167,56.4021,,
sweep,D-REL2,theta,0.39,all,2000,1745,1635,365,168,533,26.6500,30.5444,,
sweep,D-REL2,theta,0.4,benign,800,800,800,0,0,0,0.0000,0.0000,,
